nt,n_noise,hour0_train_time_sec,autoregressive_train_time_sec,total_train_time_sec,synth_accuracy,synth_balanced_accuracy,synth_f1,synth_roc_auc,real_accuracy,real_balanced_accuracy,real_f1,real_roc_auc,los_synth_accuracy,los_synth_macro_f1,los_synth_roc_auc,los_real_accuracy,los_real_macro_f1,los_real_roc_auc,avg_ks_stat,corr_frobenius,range_violation_pct,autocorr_distance,stay_length_ks,transition_mse_ratio,temporal_corr_drift,dcr_median,dcr_p05,dcr_exact_match_rate,dcr_baseline_protection,dcr_overfitting_protection,dcr_closer_to_training_pct,mia_roc_auc,mia_average_precision,mia_attacker_advantage,trajectory_seed_count,synth_accuracy_std,synth_accuracy_ci95,synth_balanced_accuracy_std,synth_balanced_accuracy_ci95,synth_f1_std,synth_f1_ci95,synth_roc_auc_std,synth_roc_auc_ci95,los_synth_accuracy_std,los_synth_accuracy_ci95,los_synth_macro_f1_std,los_synth_macro_f1_ci95,avg_ks_stat_std,avg_ks_stat_ci95,corr_frobenius_std,corr_frobenius_ci95,range_violation_pct_std,range_violation_pct_ci95,dcr_median_std,dcr_median_ci95,dcr_baseline_protection_std,dcr_baseline_protection_ci95,mia_roc_auc_std,mia_roc_auc_ci95,autocorr_distance_std,autocorr_distance_ci95,stay_length_ks_std,stay_length_ks_ci95,transition_mse_ratio_std,transition_mse_ratio_ci95,temporal_corr_drift_std,temporal_corr_drift_ci95,degenerate_flag,timestamp,error,model_type
5,5,757.6,1436.6,2194.2,0.1121,0.5014,0.1776,0.672,0.9115,0.7009,0.4912,0.8395,0.4705,0.2841,0.645,0.9041,0.8863,0.8776,0.6976,15.481,22.33,0.2232,0.5446,5.4406,0.255,15.86358,11.166496,0.0,1.0,0.930333,0.534833,0.496654,0.493609,0.0,3,0.005109,0.005782,0.010579,0.011972,0.003564,0.004033,0.018824,0.021301,0.061045,0.069079,0.072778,0.082356,0.002387,0.002701,0.014964,0.016933,0.263938,0.298674,0.04433,0.050164,0.0,0.0,0.000792,0.000897,0.0043,0.004866,0.0,0.0,0.019583,0.022161,0.003263,0.003692,0,2026-04-15T21:20:11.925622,,hs3f
