nt,n_noise,hour0_train_time_sec,autoregressive_train_time_sec,total_train_time_sec,synth_accuracy,synth_balanced_accuracy,synth_f1,synth_roc_auc,real_accuracy,real_balanced_accuracy,real_f1,real_roc_auc,los_synth_accuracy,los_synth_macro_f1,los_synth_roc_auc,los_real_accuracy,los_real_macro_f1,los_real_roc_auc,avg_ks_stat,corr_frobenius,range_violation_pct,autocorr_distance,stay_length_ks,transition_mse_ratio,temporal_corr_drift,dcr_median,dcr_p05,dcr_exact_match_rate,dcr_baseline_protection,dcr_overfitting_protection,dcr_closer_to_training_pct,mia_roc_auc,mia_average_precision,mia_attacker_advantage,trajectory_seed_count,synth_accuracy_std,synth_accuracy_ci95,synth_balanced_accuracy_std,synth_balanced_accuracy_ci95,synth_f1_std,synth_f1_ci95,synth_roc_auc_std,synth_roc_auc_ci95,los_synth_accuracy_std,los_synth_accuracy_ci95,los_synth_macro_f1_std,los_synth_macro_f1_ci95,avg_ks_stat_std,avg_ks_stat_ci95,corr_frobenius_std,corr_frobenius_ci95,range_violation_pct_std,range_violation_pct_ci95,dcr_median_std,dcr_median_ci95,dcr_baseline_protection_std,dcr_baseline_protection_ci95,mia_roc_auc_std,mia_roc_auc_ci95,autocorr_distance_std,autocorr_distance_ci95,stay_length_ks_std,stay_length_ks_ci95,transition_mse_ratio_std,transition_mse_ratio_ci95,temporal_corr_drift_std,temporal_corr_drift_ci95,degenerate_flag,timestamp,error,model_type
5,5,1119.2,2105.1,3224.2,0.6372,0.5354,0.1414,0.6189,0.9145,0.7093,0.5085,0.8366,0.4484,0.2825,0.4023,0.9041,0.8863,0.8778,0.72,16.9911,10.41,0.4408,0.5446,5.3087,0.4048,16.756096,12.971966,0.0,1.0,0.822,0.589,0.496763,0.49351,0.0,3,0.400094,0.452749,0.042425,0.048008,0.125596,0.142125,0.067949,0.076891,0.03321,0.037581,0.142477,0.161228,0.002545,0.00288,0.01622,0.018354,0.199829,0.226128,0.009361,0.010593,0.0,0.0,0.000591,0.000668,0.002114,0.002392,0.0,0.0,0.024028,0.02719,0.002499,0.002828,0,2026-04-15T22:21:10.820918,,forest-flow
