nt,n_noise,train_rows,synth_samples,trajectory_seed_count,hour0_train_time_sec_hs3f,hour0_train_time_sec_forest_flow,hour0_train_time_delta_ff_minus_hs3f,autoregressive_train_time_sec_hs3f,autoregressive_train_time_sec_forest_flow,autoregressive_train_time_delta_ff_minus_hs3f,total_train_time_sec_hs3f,total_train_time_sec_forest_flow,total_train_time_delta_ff_minus_hs3f,total_train_time_speedup_ratio_hs3f_over_ff,synth_accuracy_hs3f,synth_accuracy_forest_flow,synth_accuracy_delta_ff_minus_hs3f,synth_accuracy_combined_ci95,synth_accuracy_significant,synth_accuracy_winner,synth_roc_auc_hs3f,synth_roc_auc_forest_flow,synth_roc_auc_delta_ff_minus_hs3f,synth_roc_auc_combined_ci95,synth_roc_auc_significant,synth_roc_auc_winner,timestamp
5,5,50000,50000,3,757.6,1119.2,361.6,1436.6,2105.1,668.5,2194.2,3224.2,1030.0,0.680541,0.1121,0.6372,0.5251,0.452786,True,forest-flow,0.672,0.6189,-0.0531,0.079787,False,unclear,2026-04-16T19:26:29.287056
