nt,n_noise,train_rows,synth_samples,trajectory_seed_count,hour0_train_time_sec_hs3f,hour0_train_time_sec_forest_flow,hour0_train_time_sec_ctgan,autoregressive_train_time_sec_hs3f,autoregressive_train_time_sec_forest_flow,autoregressive_train_time_sec_ctgan,total_train_time_sec_hs3f,total_train_time_sec_forest_flow,total_train_time_sec_ctgan,synth_accuracy_hs3f,synth_accuracy_forest_flow,synth_accuracy_ctgan,synth_roc_auc_hs3f,synth_roc_auc_forest_flow,synth_roc_auc_ctgan,los_synth_macro_f1_hs3f,los_synth_macro_f1_forest_flow,los_synth_macro_f1_ctgan,avg_ks_stat_hs3f,avg_ks_stat_forest_flow,avg_ks_stat_ctgan,dcr_baseline_protection_hs3f,dcr_baseline_protection_forest_flow,dcr_baseline_protection_ctgan,mia_roc_auc_hs3f,mia_roc_auc_forest_flow,mia_roc_auc_ctgan,best_train_time_model,best_synth_accuracy_model,best_synth_roc_auc_model,best_los_synth_macro_f1_model,best_avg_ks_stat_model,best_dcr_baseline_protection_model,best_mia_roc_auc_model,timestamp
5,5,50000,50000,3,757.6,1119.2,1289.1,1436.6,2105.1,6728.3,2194.2,3224.2,8017.5,0.1121,0.6372,0.6224,0.672,0.6189,0.4971,0.2841,0.2825,0.1732,0.6976,0.72,0.6858,1.0,1.0,1.0,0.496654,0.496763,0.496544,hs3f,forest-flow,hs3f,hs3f,ctgan,hs3f,ctgan,2026-04-16T19:26:29.287090
