nt,n_noise,hour0_train_time_sec,autoregressive_train_time_sec,total_train_time_sec,synth_accuracy,synth_balanced_accuracy,synth_f1,synth_roc_auc,real_accuracy,real_balanced_accuracy,real_f1,real_roc_auc,los_synth_accuracy,los_synth_macro_f1,los_synth_roc_auc,los_real_accuracy,los_real_macro_f1,los_real_roc_auc,avg_ks_stat,corr_frobenius,range_violation_pct,autocorr_distance,stay_length_ks,transition_mse_ratio,temporal_corr_drift,dcr_median,dcr_p05,dcr_exact_match_rate,dcr_baseline_protection,dcr_overfitting_protection,dcr_closer_to_training_pct,mia_roc_auc,mia_average_precision,mia_attacker_advantage,trajectory_seed_count,synth_accuracy_std,synth_accuracy_ci95,synth_balanced_accuracy_std,synth_balanced_accuracy_ci95,synth_f1_std,synth_f1_ci95,synth_roc_auc_std,synth_roc_auc_ci95,los_synth_accuracy_std,los_synth_accuracy_ci95,los_synth_macro_f1_std,los_synth_macro_f1_ci95,avg_ks_stat_std,avg_ks_stat_ci95,corr_frobenius_std,corr_frobenius_ci95,range_violation_pct_std,range_violation_pct_ci95,autocorr_distance_std,autocorr_distance_ci95,stay_length_ks_std,stay_length_ks_ci95,transition_mse_ratio_std,transition_mse_ratio_ci95,temporal_corr_drift_std,temporal_corr_drift_ci95,dcr_median_std,dcr_median_ci95,dcr_baseline_protection_std,dcr_baseline_protection_ci95,mia_roc_auc_std,mia_roc_auc_ci95,degenerate_flag,timestamp,error
13,5,284.2,1736.9,2021.1,0.1404,0.4843,0.1598,0.6228,0.9009,0.7086,0.4683,0.8299,0.4556,0.2883,0.4303,0.8044,0.7619,0.8442,0.6206,14.3479,65.73,0.1172,0.9801,4.9148,0.2649,19.723989,8.583125,0.0,1.0,1.0,0.148,0.598197,0.550131,0.0,3,0.045359,0.112679,0.018963,0.047106,0.002861,0.007108,0.029321,0.072839,0.029735,0.073865,0.125289,0.311234,9.1e-05,0.000226,0.005587,0.013878,0.03101,0.077034,0.004169,0.010356,0.00262,0.00651,0.017843,0.044323,0.006107,0.015172,1.813793,4.50571,0.0,0.0,0.007806,0.019391,0.0,2026-04-19T00:52:30.141695,
13,8,675.8,3389.4,4065.2,0.1293,0.4872,0.1609,0.6191,0.8996,0.7054,0.4581,0.8068,0.5227,0.2937,0.5909,0.8053,0.7694,0.8363,0.6132,14.4263,57.55,0.2074,0.9801,7.4517,0.3829,19.745338,8.339114,0.0,1.0,1.0,0.144167,0.596842,0.549295,0.0,3,0.028875,0.07173,0.027576,0.068502,0.00486,0.012074,0.038627,0.095954,0.106191,0.263792,0.106384,0.264272,0.000115,0.000284,0.015769,0.039171,0.038207,0.094912,0.006271,0.015577,0.00262,0.00651,0.035043,0.087051,0.00623,0.015477,1.83364,4.555015,0.0,0.0,0.006378,0.015844,0.0,2026-04-19T02:31:07.305297,
13,13,588.0,4710.1,5298.1,0.4964,0.5777,0.1978,0.6099,0.9004,0.7127,0.4712,0.822,0.3729,0.2085,0.2599,0.8071,0.7724,0.8455,0.6091,14.4865,57.14,0.2148,0.9801,7.5619,0.3507,19.690342,8.381512,0.0,1.0,1.0,0.159667,0.598794,0.550132,0.0,3,0.09402,0.233558,0.026119,0.064884,0.020701,0.051425,0.02934,0.072885,0.118707,0.294884,0.052413,0.130201,0.000112,0.000278,0.024088,0.059837,0.033236,0.082564,0.005983,0.014862,0.00262,0.00651,0.027493,0.068297,0.006717,0.016686,1.851362,4.599039,0.0,0.0,0.006754,0.016777,0.0,2026-04-19T04:30:06.179535,
13,21,897.3,7314.4,8211.7,0.6151,0.5959,0.2145,0.6022,0.9009,0.7154,0.4752,0.823,0.44,0.2336,0.3207,0.804,0.7628,0.8391,0.6086,14.5507,58.29,0.2137,0.9801,7.4099,0.3245,19.716542,8.561562,0.0,1.0,1.0,0.147167,0.598688,0.551836,0.0,3,0.072201,0.179358,0.050284,0.124912,0.035641,0.088538,0.047908,0.119009,0.050667,0.125863,0.029844,0.074136,8.3e-05,0.000206,0.002771,0.006884,0.053097,0.1319,0.006276,0.015591,0.00262,0.00651,0.02685,0.0667,0.003551,0.008822,1.831442,4.549554,0.0,0.0,0.007965,0.019786,0.0,2026-04-19T07:17:32.945119,
13,34,1751.0,13155.1,14906.1,0.3253,0.5225,0.1723,0.6082,0.9004,0.7082,0.4662,0.8213,0.3916,0.1991,0.1841,0.8067,0.7703,0.8383,0.6151,14.5471,58.71,0.2124,0.9801,7.3384,0.3775,19.749775,8.687714,0.0,1.0,1.0,0.1375,0.595562,0.548237,0.0,3,0.13239,0.328875,0.059148,0.146932,0.015971,0.039675,0.036994,0.091898,0.100667,0.250072,0.036476,0.090611,8.2e-05,0.000203,0.005351,0.013292,0.014335,0.03561,0.007238,0.01798,0.00262,0.00651,0.034882,0.086652,0.005974,0.014841,1.825089,4.533771,0.0,0.0,0.01099,0.027302,0.0,2026-04-19T11:56:35.575912,
21,1,169.9,355.7,525.6,0.6102,0.5883,0.2081,0.6584,0.9053,0.7133,0.4817,0.8237,0.3982,0.2186,0.2596,0.808,0.7668,0.8457,0.6123,14.5691,61.62,0.1138,0.9801,6.1001,0.174,19.500996,8.079238,0.0,1.0,1.0,0.181667,0.597088,0.549627,0.0,3,0.18447,0.458248,0.015007,0.037279,0.010604,0.026343,0.023702,0.058879,0.138887,0.345013,0.050218,0.124747,9.5e-05,0.000237,0.009971,0.024769,0.063288,0.157217,0.002141,0.005319,0.00262,0.00651,0.009949,0.024714,0.008602,0.021369,1.856036,4.610649,0.0,0.0,0.006429,0.01597,0.0,2026-04-19T12:47:56.011646,
21,2,224.0,639.6,863.6,0.132,0.4944,0.1636,0.6318,0.8987,0.7051,0.4594,0.8193,0.4809,0.3502,0.6625,0.8044,0.7675,0.8421,0.6062,14.1603,52.45,0.2156,0.9801,8.667,0.2869,19.452861,8.168469,0.0,1.0,1.0,0.154,0.597571,0.551759,0.0,3,0.016221,0.040294,0.012039,0.029907,0.003907,0.009705,0.031057,0.077149,0.057214,0.142128,0.112997,0.2807,0.000104,0.000257,0.021973,0.054584,0.04448,0.110494,0.006201,0.015405,0.00262,0.00651,0.031009,0.07703,0.006207,0.015419,1.866071,4.635576,0.0,0.0,0.008382,0.020823,0.0,2026-04-19T13:44:34.503803,
21,3,279.6,1221.3,1500.9,0.1627,0.4939,0.1626,0.6257,0.9031,0.7185,0.4817,0.8266,0.4236,0.2458,0.6534,0.8067,0.7698,0.8437,0.6126,14.4713,57.39,0.2346,0.9801,8.0039,0.3674,19.67674,8.361236,0.0,1.0,1.0,0.145833,0.597899,0.552001,0.0,3,0.008327,0.020685,0.027096,0.067311,0.004679,0.011624,0.034237,0.08505,0.023184,0.057591,0.025106,0.062368,7.9e-05,0.000195,0.018229,0.045282,0.030592,0.075996,0.007697,0.019121,0.00262,0.00651,0.036113,0.08971,0.007206,0.0179,1.861198,4.623473,0.0,0.0,0.00817,0.020294,0.0,2026-04-19T14:51:35.806593,
21,5,391.2,2127.7,2518.9,0.1582,0.4941,0.1626,0.6105,0.9044,0.7149,0.4796,0.8247,0.4782,0.266,0.2773,0.8067,0.7701,0.8355,0.6208,14.5167,65.89,0.1205,0.9801,4.8459,0.2801,19.694879,8.469182,0.0,1.0,1.0,0.154167,0.597909,0.54909,0.0,3,0.045691,0.113504,0.022504,0.055902,0.002966,0.007368,0.035435,0.088027,0.106952,0.265684,0.108676,0.269967,6.2e-05,0.000155,0.003805,0.009453,0.02493,0.061931,0.003191,0.007927,0.00262,0.00651,0.011249,0.027945,0.008133,0.020204,1.827674,4.540193,0.0,0.0,0.01019,0.025313,0.0,2026-04-19T16:15:39.196951,
21,8,561.3,4135.7,4697.0,0.1289,0.4886,0.1616,0.6266,0.8996,0.7188,0.4777,0.8299,0.496,0.2669,0.5654,0.8076,0.774,0.8431,0.6128,14.3204,56.86,0.2229,0.9801,7.7581,0.3711,19.694777,8.324611,0.0,1.0,1.0,0.147167,0.597855,0.550174,0.0,3,0.017605,0.043733,0.020392,0.050656,0.003515,0.008732,0.037397,0.0929,0.087767,0.218026,0.101956,0.253272,5.8e-05,0.000144,0.001512,0.003756,0.041946,0.1042,0.007194,0.01787,0.00262,0.00651,0.035727,0.088752,0.006893,0.017122,1.866986,4.637852,0.0,0.0,0.007224,0.017946,0.0,2026-04-19T18:15:53.250208,
21,13,7210.1,8531.2,15741.3,0.5676,0.6016,0.2257,0.6248,0.9004,0.7126,0.4714,0.8218,0.4591,0.2243,0.2647,0.8076,0.7677,0.8467,0.6113,14.3437,56.89,0.2142,0.9801,7.7213,0.3474,19.672255,8.372775,0.0,1.0,1.0,0.151167,0.595935,0.547481,0.0,3,0.217727,0.540864,0.056001,0.139115,0.046247,0.114884,0.04459,0.110767,0.046692,0.115989,0.02767,0.068735,8.2e-05,0.000203,0.019305,0.047957,0.028872,0.071721,0.007363,0.018292,0.00262,0.00651,0.034015,0.084498,0.006941,0.017243,1.8604,4.621489,0.0,0.0,0.008949,0.022232,0.0,2026-04-19T23:20:06.870656,
21,21,1677.4,12521.4,14198.7,0.6569,0.6039,0.2204,0.6339,0.9049,0.7197,0.4881,0.8274,0.4418,0.2439,0.3379,0.8044,0.7627,0.8467,0.6069,14.3542,56.54,0.2183,0.9801,7.7109,0.3286,19.713451,8.588781,0.0,1.0,1.0,0.149167,0.598822,0.550025,0.0,3,0.094256,0.234144,0.021462,0.053316,0.003534,0.008779,0.021528,0.053479,0.078365,0.194669,0.042045,0.104444,0.000105,0.000261,0.005442,0.013517,0.062751,0.155881,0.006988,0.017359,0.00262,0.00651,0.032866,0.081642,0.005649,0.014033,1.868375,4.641301,0.0,0.0,0.006985,0.017352,0.0,2026-04-20T03:59:01.964835,
21,34,2938.4,18518.0,21456.4,0.14,0.4901,0.162,0.6192,0.8987,0.7226,0.4792,0.8285,0.5404,0.312,0.6236,0.8089,0.7755,0.8366,0.6147,14.2998,57.57,0.2226,0.9801,7.5795,0.3588,19.716443,8.540349,0.0,1.0,1.0,0.137333,0.596823,0.548039,0.0,3,0.00611,0.015178,0.023374,0.058065,0.003904,0.009697,0.034131,0.084787,0.170523,0.423601,0.173435,0.430837,8.6e-05,0.000214,0.005117,0.012713,0.0374,0.092908,0.00908,0.022557,0.00262,0.00651,0.031515,0.078288,0.005145,0.01278,1.860641,4.622088,0.0,0.0,0.010141,0.025191,0.0,2026-04-20T10:38:11.217302,
34,1,231.1,662.0,893.0,0.728,0.5894,0.2216,0.6494,0.9009,0.711,0.4692,0.8254,0.4693,0.2793,0.3992,0.8084,0.7701,0.8443,0.6112,14.2599,60.64,0.1007,0.9801,6.3208,0.2312,19.417975,8.055381,0.0,1.0,1.0,0.1785,0.597941,0.550216,0.0,3,0.095116,0.236282,0.007499,0.01863,0.014274,0.035458,0.013004,0.032303,0.092722,0.230334,0.103475,0.257047,0.000144,0.000359,0.020721,0.051475,0.070695,0.175616,0.004626,0.011491,0.00262,0.00651,0.021917,0.054445,0.007019,0.017435,1.865994,4.635386,0.0,0.0,0.008629,0.021435,0.0,2026-04-20T11:53:45.272309,
34,2,322.2,1065.5,1387.7,0.1427,0.496,0.1638,0.6464,0.8973,0.7086,0.4598,0.8251,0.4511,0.3529,0.6496,0.8062,0.7691,0.842,0.6078,13.9919,52.89,0.2235,0.9801,8.5553,0.2722,19.561779,8.165742,0.0,1.0,1.0,0.154,0.598501,0.551512,0.0,3,0.022271,0.055324,0.014442,0.035876,0.004379,0.010878,0.037489,0.093129,0.012025,0.029871,0.109117,0.271062,8.3e-05,0.000205,0.008107,0.020138,0.035495,0.088174,0.006463,0.016054,0.00262,0.00651,0.035466,0.088103,0.006148,0.015273,1.895868,4.709597,0.0,0.0,0.007402,0.018389,0.0,2026-04-20T13:17:27.200314,
34,3,414.2,1556.9,1971.0,0.1827,0.4989,0.1636,0.6348,0.9027,0.7161,0.4777,0.8123,0.5258,0.3941,0.674,0.8067,0.7738,0.8418,0.6117,14.343,55.79,0.2368,0.9801,8.2411,0.3535,19.572385,8.235482,0.0,1.0,1.0,0.145333,0.597482,0.551045,0.0,3,0.042978,0.106763,0.021119,0.052462,0.00379,0.009415,0.035343,0.087798,0.155105,0.385302,0.134423,0.333925,7.4e-05,0.000183,0.020001,0.049685,0.021391,0.053138,0.007264,0.018044,0.00262,0.00651,0.034025,0.084523,0.007621,0.018932,1.884389,4.681081,0.0,0.0,0.009451,0.023477,0.0,2026-04-20T15:32:39.251534,
34,5,2377.7,7190.8,9568.5,0.1911,0.5083,0.1673,0.6269,0.9,0.7034,0.4574,0.8086,0.4751,0.2656,0.6169,0.8058,0.7707,0.8381,0.6193,14.4407,64.53,0.102,0.9801,5.5357,0.2798,19.67796,8.357143,0.0,1.0,1.0,0.16,0.597892,0.548827,0.0,3,0.115642,0.28727,0.010382,0.025791,0.007631,0.018957,0.030453,0.075649,0.047033,0.116838,0.053161,0.13206,5.6e-05,0.00014,0.024453,0.060744,0.036822,0.091472,0.00459,0.011403,0.00262,0.00651,0.014511,0.036048,0.003915,0.009725,1.878006,4.665227,0.0,0.0,0.007421,0.018434,0.0,2026-04-20T21:32:57.344474,
34,8,2474.9,6147.7,8622.6,0.152,0.4926,0.1623,0.6302,0.8996,0.712,0.4676,0.8276,0.5018,0.3143,0.6373,0.8076,0.772,0.8424,0.6126,14.3153,56.25,0.2306,0.9801,7.8908,0.3504,19.642934,8.191007,0.0,1.0,1.0,0.152833,0.597269,0.549326,0.0,3,0.032578,0.080929,0.021003,0.052174,0.003062,0.007607,0.033911,0.08424,0.111629,0.277302,0.140681,0.349471,8.8e-05,0.000217,0.007906,0.01964,0.060182,0.1495,0.007051,0.017516,0.00262,0.00651,0.034648,0.08607,0.007228,0.017955,1.898516,4.716174,0.0,0.0,0.007106,0.017651,0.0,2026-04-21T00:58:59.830963,
34,13,1420.0,14182.2,15602.3,0.504,0.5895,0.211,0.6316,0.9018,0.7155,0.4742,0.814,0.4596,0.3107,0.5165,0.8044,0.7673,0.8507,0.6124,14.3183,57.36,0.2258,0.9801,7.7096,0.3821,19.629303,8.301338,0.0,1.0,1.0,0.155167,0.596613,0.548806,0.0,3,0.226239,0.562008,0.050808,0.126213,0.034127,0.084777,0.031124,0.077317,0.033262,0.082628,0.038707,0.096154,7.6e-05,0.00019,0.009838,0.02444,0.046332,0.115095,0.007825,0.019439,0.00262,0.00651,0.029749,0.0739,0.006297,0.015644,1.869077,4.643045,0.0,0.0,0.00942,0.0234,0.0,2026-04-21T06:20:45.682759,
34,21,2686.7,20689.2,23375.9,0.7507,0.6003,0.2456,0.6594,0.9027,0.7094,0.471,0.8248,0.328,0.1847,0.1363,0.8053,0.7693,0.8388,0.6056,14.2757,55.91,0.2243,0.9801,7.7985,0.3373,19.658243,8.300738,0.0,1.0,1.0,0.160333,0.596514,0.548347,0.0,3,0.146041,0.362786,0.023147,0.057501,0.044211,0.109826,0.044698,0.111037,0.154511,0.383828,0.058288,0.144795,0.000105,0.000261,0.011159,0.02772,0.069854,0.173526,0.008787,0.021829,0.00262,0.00651,0.037973,0.09433,0.003503,0.008702,1.879296,4.668431,0.0,0.0,0.006785,0.016854,0,2026-04-21T14:33:16.301277,
34,34,9390.7,58646.3,68037.0,0.14,0.4862,0.1604,0.6259,0.9036,0.7167,0.4815,0.8285,0.5147,0.3003,0.572,0.8053,0.768,0.8447,0.6134,14.2713,56.63,0.2346,0.9801,7.7033,0.3675,19.660552,8.367973,0.0,1.0,1.0,0.144833,0.596394,0.548695,0.0,3,0.027358,0.06796,0.024799,0.061603,0.004633,0.011508,0.038291,0.095121,0.131643,0.327018,0.147156,0.365557,5.3e-05,0.000133,0.006093,0.015136,0.03535,0.087815,0.007412,0.018414,0.00262,0.00651,0.029157,0.072431,0.004931,0.012249,1.869861,4.644992,0.0,0.0,0.008779,0.021809,0,2026-04-22T11:02:40.545557,
